TOTAL_QUANTITY,PRACTICE_CODE,ITEMS,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CHAPTER_PLUS_CODE,POSTCODE,YEAR_MONTH,NIC,ADQUSAGE,PRACTICE_NAME,ACTUAL_COST,BNF_DESCRIPTION,QUANTITY,PRACTICE_LATITUDE,PRACTICE_LONGITUDE
644,F84710,46,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Oct,16.56,214.66667,ISLAND HEALTH,20.68236,Metformin 500mg tablets,14,51.4953206,-0.0131985
126,F84647,9,Metformin hydrochloride/sitagliptin,06: Endocrine System,E14 3PG,23-Oct,74.88,63,ROSERTON STREET SURGERY,71.15262,Janumet 50mg/1000mg tablets,14,51.4983713,-0.01008765
357,F84062,17,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,6.63,202.3,THE CHRISP STREET HTH CTR,8.1212,Metformin 850mg tablets,21,51.5141762,-0.0143071
336,F84714,1,Metformin hydrochloride,06: Endocrine System,,23-Oct,9.72,112,ST.PAUL'S WAY MEDICAL CTR,9.11724,Metformin 500mg modified-release tablets,336,,
484,F84012,2,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,12.28,161.33333,ALBION HEALTH CENTRE,11.72763,Metformin 500mg tablets,242,51.51994993,-0.057492667
756,F84114,27,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Oct,35.93,252,CITY SQUARE MEDICAL GROUP,36.19087,Sukkarto SR 500mg tablets,28,51.5139726,-0.0550705
560,F84647,5,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Oct,39.7,373.33333,ROSERTON STREET SURGERY,37.24948,Sukkarto SR 1000mg tablets,112,51.4983713,-0.01008765
120,F84647,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 3PG,23-Oct,71.36,0,ROSERTON STREET SURGERY,66.85619,Vildagliptin 50mg / Metformin 1g tablets,120,51.4983713,-0.01008765
120,F84079,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E1W 2RL,23-Oct,71.36,0,THE WAPPING GROUP PRACTICE,66.85619,Vildagliptin 50mg / Metformin 1g tablets,120,51.50533401,-0.058222367
231,F84079,33,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,5.94,77,THE WAPPING GROUP PRACTICE,9.27327,Metformin 500mg tablets,7,51.50533401,-0.058222367
280,F84079,5,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,8.1,93.33333,THE WAPPING GROUP PRACTICE,7.64937,Metformin 500mg modified-release tablets,56,51.50533401,-0.058222367
1120,F84012,5,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,32.4,373.33333,ALBION HEALTH CENTRE,30.41148,Metformin 500mg modified-release tablets,224,51.51994993,-0.057492667
56,F84087,8,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Oct,1.04,31.73333,HARFORD HEALTH CENTRE,1.87338,Metformin 850mg tablets,7,51.51835505,-0.03830635
56,F84051,4,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Oct,3.96,37.33333,STROUTS PLACE MEDICAL CENTRE,4.15898,Sukkarto SR 1000mg tablets,14,51.52948,-0.0741499
168,Y03023,1,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,7.44,56,ST ANDREWS HEALTH CENTRE,6.98154,Sukkarto SR 500mg tablets,168,51.5238708,-0.014907
672,Y03023,3,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,19.44,224,ST ANDREWS HEALTH CENTRE,18.24689,Metformin 500mg modified-release tablets,224,51.5238708,-0.014907
504,Y03023,24,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,12.72,168,ST ANDREWS HEALTH CENTRE,14.61258,Metformin 500mg tablets,21,51.5238708,-0.014907
56,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Oct,2.48,18.66667,ISLAND HEALTH,2.33545,Sukkarto SR 500mg tablets,56,51.4953206,-0.0131985
168,F84656,1,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Oct,11.91,112,DOCKLANDS MEDICAL CENTRE,11.16864,Sukkarto SR 1000mg tablets,168,51.4911493,-0.0211539
336,F84079,2,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,6.18,190.4,THE WAPPING GROUP PRACTICE,5.81368,Metformin 850mg tablets,168,51.50533401,-0.058222367
1120,F84114,10,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Oct,79.4,746.66667,CITY SQUARE MEDICAL GROUP,74.49895,Sukkarto SR 1000mg tablets,112,51.5139726,-0.0550705
504,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,12.78,168,GOODMAN'S FIELD HEALTH CENTRE,11.98358,Metformin 500mg tablets,504,51.5130236,-0.0687569
17920,F84016,80,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Oct,454.4,5973.33333,THE MISSION PRACTICE,426.63406,Metformin 500mg tablets,224,51.53137,-0.05648
504,Y03023,2,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,12.78,168,ST ANDREWS HEALTH CENTRE,11.99598,Metformin 500mg tablets,252,51.5238708,-0.014907
112,F84118,2,Metformin hydrochloride/sitagliptin,06: Endocrine System,E3 4NE,23-Oct,66.52,56,WELLINGTON WAY HEALTH CENTRE,62.3349,Metformin 1g / Sitagliptin 50mg tablets,56,51.52589465,-0.02501745
756,F84055,9,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Oct,19.17,252,THE GROVE ROAD SURGERY,18.06837,Metformin 500mg tablets,84,51.52979,-0.03887
1680,F84122,5,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Oct,48.6,560,XX PLACE HEALTH CENTRE,45.58622,Metformin 500mg modified-release tablets,336,51.52468015,-0.04266905
60,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,1.52,20,GOODMAN'S FIELD HEALTH CENTRE,1.5362,Metformin 500mg tablets,60,51.5130236,-0.0687569
588,F84083,28,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Oct,14.84,196,BETHNAL GREEN HEALTH CTR.,17.04801,Metformin 500mg tablets,21,51.5269199,-0.06426
9408,F84083,84,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Oct,238.56,3136,BETHNAL GREEN HEALTH CTR.,224.50368,Metformin 500mg tablets,112,51.5269199,-0.06426
42,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Oct,1.07,14,STROUTS PLACE MEDICAL CENTRE,1.11468,Metformin 500mg tablets,42,51.52948,-0.0741499
112,F84034,2,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Oct,7.94,74.66667,ST.STEPHENS HEALTH CENTRE,7.4623,Sukkarto SR 1000mg tablets,56,51.5321726,-0.03100495
1568,F84031,7,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,45.36,522.66667,THE JUBILEE STREET PRACTICE LTD,42.57607,Metformin 500mg modified-release tablets,224,51.5135999,-0.05055
336,F84012,12,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,9.72,112,ALBION HEALTH CENTRE,10.45364,Metformin 500mg modified-release tablets,28,51.51994993,-0.057492667
120,F84039,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E1 8ZF,23-Oct,71.36,0,GOODMAN'S FIELD HEALTH CENTRE,66.85619,Vildagliptin 50mg / Metformin 1g tablets,120,51.5130236,-0.0687569
336,F84710,2,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Oct,15.18,224,ISLAND HEALTH,14.24409,Metformin 1g modified-release tablets,168,51.4953206,-0.0131985
448,F84054,4,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Oct,12.96,149.33333,THE LIMEHOUSE PRACTICE,12.18939,Metformin 500mg modified-release tablets,112,51.5112472,-0.0287506
56,F84714,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,,23-Oct,33.26,28,ST.PAUL'S WAY MEDICAL CTR,31.16745,Metformin 1g / Sitagliptin 50mg tablets,56,,
294,F84039,21,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,5.46,166.6,GOODMAN'S FIELD HEALTH CENTRE,7.47485,Metformin 850mg tablets,14,51.5130236,-0.0687569
336,F84718,8,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Oct,8.56,112,THE BLITHEHALE MED.CTR.,8.91746,Metformin 500mg tablets,42,51.52377,-0.0651999
896,F84118,2,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Oct,22.72,298.66667,WELLINGTON WAY HEALTH CENTRE,21.3069,Metformin 500mg tablets,448,51.52589465,-0.02501745
392,F84034,7,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Oct,17.71,261.33333,ST.STEPHENS HEALTH CENTRE,16.67597,Metformin 1g modified-release tablets,56,51.5321726,-0.03100495
300,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Oct,55.02,20,TREDEGAR PRACTICE,51.55031,Metformin 500mg/5ml oral solution sugar free,300,51.53114,-0.03161
896,F84696,32,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Oct,25.92,298.66667,TREDEGAR PRACTICE,27.87638,Metformin 500mg modified-release tablets,28,51.53114,-0.03161
189,F84710,9,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Oct,4.77,63,ISLAND HEALTH,5.47972,Metformin 500mg tablets,21,51.4953206,-0.0131985
168,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,19.2,84,THE CHRISP STREET HTH CTR,17.99728,Metformin 750mg modified-release tablets,168,51.5141762,-0.0143071
280,F84079,1,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,7.1,93.33333,THE WAPPING GROUP PRACTICE,6.66306,Metformin 500mg tablets,280,51.50533401,-0.058222367
56,F84012,4,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,1.04,31.73333,ALBION HEALTH CENTRE,1.42378,Metformin 850mg tablets,14,51.51994993,-0.057492667
4872,F84122,29,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Oct,123.54,1624,XX PLACE HEALTH CENTRE,116.08103,Metformin 500mg tablets,168,51.52468015,-0.04266905
6048,F84123,54,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Oct,153.36,2016,SUTTONS WHARF HEALTH CENTRE,144.32379,Metformin 500mg tablets,112,51.5291892,-0.0417677
336,F84718,2,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Oct,6.18,190.4,THE BLITHEHALE MED.CTR.,5.81368,Metformin 850mg tablets,168,51.52377,-0.0651999
2352,F84714,21,Metformin hydrochloride,06: Endocrine System,,23-Oct,68.04,784,ST.PAUL'S WAY MEDICAL CTR,63.9943,Metformin 500mg modified-release tablets,112,,
360,F84012,3,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,9.12,120,ALBION HEALTH CENTRE,8.88002,Metformin 500mg tablets,120,51.51994993,-0.057492667
252,F84083,1,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Oct,6.39,84,BETHNAL GREEN HEALTH CTR.,5.99799,Metformin 500mg tablets,252,51.5269199,-0.06426
224,F84016,16,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Oct,10.08,149.33333,THE MISSION PRACTICE,11.24046,Metformin 1g modified-release tablets,14,51.53137,-0.05648
112,F84118,8,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Oct,5.04,74.66667,WELLINGTON WAY HEALTH CENTRE,5.62023,Metformin 1g modified-release tablets,14,51.52589465,-0.02501745
1092,F84034,39,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Oct,31.59,364,ST.STEPHENS HEALTH CENTRE,33.97434,Metformin 500mg modified-release tablets,28,51.5321726,-0.03100495
224,F84054,32,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Oct,5.76,74.66667,THE LIMEHOUSE PRACTICE,8.99226,Metformin 500mg tablets,7,51.5112472,-0.0287506
392,F84114,7,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Oct,11.34,130.66667,CITY SQUARE MEDICAL GROUP,10.70912,Metformin 500mg modified-release tablets,56,51.5139726,-0.0550705
112,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,200.36,74.66667,GOODMAN'S FIELD HEALTH CENTRE,187.70447,Metformin 1g tablets,56,51.5130236,-0.0687569
1134,F84083,81,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Oct,29.16,378,BETHNAL GREEN HEALTH CTR.,36.41893,Metformin 500mg tablets,14,51.5269199,-0.06426
84,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Oct,2.13,28,WELLINGTON WAY HEALTH CENTRE,2.0076,Metformin 500mg tablets,84,51.52589465,-0.02501745
112,F84656,8,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Oct,5.04,74.66667,DOCKLANDS MEDICAL CENTRE,5.62023,Metformin 1g modified-release tablets,14,51.4911493,-0.0211539
252,F84079,12,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,6.36,84,THE WAPPING GROUP PRACTICE,7.30629,Metformin 500mg tablets,21,51.50533401,-0.058222367
189,F84087,9,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Oct,3.51,107.1,HARFORD HEALTH CENTRE,4.29946,Metformin 850mg tablets,21,51.51835505,-0.03830635
672,F84016,4,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Oct,17.04,224,THE MISSION PRACTICE,16.01118,Metformin 500mg tablets,168,51.53137,-0.05648
84,Y03023,1,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,2.43,28,ST ANDREWS HEALTH CENTRE,2.38861,Metformin 500mg modified-release tablets,84,51.5238708,-0.014907
200,F84025,1,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Oct,5.07,66.66667,GOUGH WALK PRACTICE,4.86153,Metformin 500mg tablets,200,51.51021763,-0.012408367
504,F84747,2,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Oct,12.78,168,THE BARKANTINE PRACTICE,11.99598,Metformin 500mg tablets,252,51.50071373,-0.025713573
392,F84087,7,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Oct,17.36,130.66667,HARFORD HEALTH CENTRE,16.34813,Sukkarto SR 500mg tablets,56,51.51835505,-0.03830635
588,F84081,28,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Oct,14.84,196,THE SPITALFIELDS PRACTICE,17.04801,Metformin 500mg tablets,21,51.5173976,-0.0696235
168,F84081,12,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Oct,11.88,112,THE SPITALFIELDS PRACTICE,12.47694,Sukkarto SR 1000mg tablets,14,51.5173976,-0.0696235
168,F84718,1,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Oct,4.86,56,THE BLITHEHALE MED.CTR.,4.56482,Metformin 500mg modified-release tablets,168,51.52377,-0.0651999
462,F84647,33,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Oct,11.88,154,ROSERTON STREET SURGERY,14.83734,Metformin 500mg tablets,14,51.4983713,-0.01008765
168,F84062,8,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,4.88,56,THE CHRISP STREET HTH CTR,5.47036,Metformin 500mg modified-release tablets,21,51.5141762,-0.0143071
84,F84079,1,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,2.13,28,THE WAPPING GROUP PRACTICE,2.0076,Metformin 500mg tablets,84,51.50533401,-0.058222367
140,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,3.55,46.66667,THE JUBILEE STREET PRACTICE LTD,3.33773,Metformin 500mg tablets,140,51.5135999,-0.05055
984,F84031,6,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,24.96,328,THE JUBILEE STREET PRACTICE LTD,24.05474,Metformin 500mg tablets,164,51.5135999,-0.05055
13216,F84718,59,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Oct,335.12,4405.33333,THE BLITHEHALE MED.CTR.,314.64262,Metformin 500mg tablets,224,51.52377,-0.0651999
112,Y03023,16,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,3.2,37.33333,ST ANDREWS HEALTH CENTRE,4.79588,Metformin 500mg modified-release tablets,7,51.5238708,-0.014907
84,Y03023,1,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,3.72,28,ST ANDREWS HEALTH CENTRE,3.59697,Sukkarto SR 500mg tablets,84,51.5238708,-0.014907
252,F84118,3,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Oct,4.65,142.8,WELLINGTON WAY HEALTH CENTRE,4.69291,Metformin 850mg tablets,84,51.52589465,-0.02501745
168,F84698,1,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Oct,4.86,56,ABERFELDY PRACTICE,4.56482,Metformin 500mg modified-release tablets,168,51.51448982,-0.004900067
126,F84062,9,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,8.91,84,THE CHRISP STREET HTH CTR,9.35771,Sukkarto SR 1000mg tablets,14,51.5141762,-0.0143071
84,F84012,6,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,3.78,56,ALBION HEALTH CENTRE,4.21517,Metformin 1g modified-release tablets,14,51.51994993,-0.057492667
504,F84114,18,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Oct,14.58,168,CITY SQUARE MEDICAL GROUP,15.68047,Metformin 500mg modified-release tablets,28,51.5139726,-0.0550705
70,F84081,10,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Oct,2,23.33333,THE SPITALFIELDS PRACTICE,2.99742,Metformin 500mg modified-release tablets,7,51.5173976,-0.0696235
280,Y03023,5,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,8.1,93.33333,ST ANDREWS HEALTH CENTRE,7.64937,Metformin 500mg modified-release tablets,56,51.5238708,-0.014907
252,F84025,1,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Oct,6.39,84,GOUGH WALK PRACTICE,5.99799,Metformin 500mg tablets,252,51.51021763,-0.012408367
112,F84647,1,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Oct,4.96,37.33333,ROSERTON STREET SURGERY,4.65849,Sukkarto SR 500mg tablets,112,51.4983713,-0.01008765
168,F84656,4,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Oct,4.28,56,DOCKLANDS MEDICAL CENTRE,4.45873,Metformin 500mg tablets,42,51.4911493,-0.0211539
504,F84039,9,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,14.58,168,GOODMAN'S FIELD HEALTH CENTRE,13.76887,Metformin 500mg modified-release tablets,56,51.5130236,-0.0687569
336,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Oct,14.88,112,ABERFELDY PRACTICE,13.96308,Sukkarto SR 500mg tablets,168,51.51448982,-0.004900067
224,F84012,16,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,6.56,74.66667,ALBION HEALTH CENTRE,7.94323,Metformin 500mg modified-release tablets,14,51.51994993,-0.057492667
168,F84012,1,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Oct,3.09,95.2,ALBION HEALTH CENTRE,2.90684,Metformin 850mg tablets,168,51.51994993,-0.057492667
10276,F84114,367,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Oct,260.57,3425.33333,CITY SQUARE MEDICAL GROUP,248.62992,Metformin 500mg tablets,28,51.5139726,-0.0550705
60,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,12.6,20,GOODMAN'S FIELD HEALTH CENTRE,11.81497,Metformin 500mg oral powder sachets sugar free,60,51.5130236,-0.0687569
224,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Oct,9.92,74.66667,STROUTS PLACE MEDICAL CENTRE,9.30459,Sukkarto SR 500mg tablets,224,51.52948,-0.0741499
112,Y03023,4,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Oct,4.96,37.33333,ST ANDREWS HEALTH CENTRE,5.09569,Sukkarto SR 500mg tablets,28,51.5238708,-0.014907
112,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Oct,12.8,56,ST.STEPHENS HEALTH CENTRE,12.00232,Metformin 750mg modified-release tablets,112,51.5321726,-0.03100495
336,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Oct,9.72,112,ST.STEPHENS HEALTH CENTRE,9.11724,Metformin 500mg modified-release tablets,336,51.5321726,-0.03100495
56,F84025,8,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Oct,4,37.33333,GOUGH WALK PRACTICE,4.64605,Sukkarto SR 1000mg tablets,7,51.51021763,-0.012408367
1092,F84747,13,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Oct,27.69,364,THE BARKANTINE PRACTICE,26.09876,Metformin 500mg tablets,84,51.50071373,-0.025713573
1344,F84656,4,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Oct,34.08,448,DOCKLANDS MEDICAL CENTRE,31.97275,Metformin 500mg tablets,336,51.4911493,-0.0211539
56,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,6.4,37.33333,THE JUBILEE STREET PRACTICE LTD,6.00736,Glucophage SR 1000mg tablets,56,51.5135999,-0.05055
112,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,5.74,56,THE JUBILEE STREET PRACTICE LTD,5.38913,Sukkarto SR 750mg tablets,112,51.5135999,-0.05055
252,F84031,3,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,4.65,142.8,THE JUBILEE STREET PRACTICE LTD,4.69291,Metformin 850mg tablets,84,51.5135999,-0.05055
252,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Oct,6.39,84,XX PLACE HEALTH CENTRE,5.99799,Metformin 500mg tablets,252,51.52468015,-0.04266905
224,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,400.72,149.33333,GOODMAN'S FIELD HEALTH CENTRE,375.38414,Metformin 1g tablets,112,51.5130236,-0.0687569
224,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Oct,6.48,74.66667,STROUTS PLACE MEDICAL CENTRE,6.0823,Metformin 500mg modified-release tablets,224,51.52948,-0.0741499
7392,F84696,33,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Oct,187.44,2464,TREDEGAR PRACTICE,175.98655,Metformin 500mg tablets,224,51.53114,-0.03161
672,F84055,3,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Oct,19.44,224,THE GROVE ROAD SURGERY,18.24689,Metformin 500mg modified-release tablets,224,51.52979,-0.03887
672,F84062,4,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,12.36,380.8,THE CHRISP STREET HTH CTR,11.62736,Metformin 850mg tablets,168,51.5141762,-0.0143071
2548,F84039,182,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Oct,65.52,849.33333,GOODMAN'S FIELD HEALTH CENTRE,81.83019,Metformin 500mg tablets,14,51.5130236,-0.0687569
168,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Oct,3.09,95.2,ISLAND HEALTH,2.90684,Metformin 850mg tablets,168,51.4953206,-0.0131985
56,F84656,1,Metformin hydrochloride/pioglitazone,06: Endocrine System,E14 9WU,23-Oct,45.18,28,DOCKLANDS MEDICAL CENTRE,42.33306,Pioglitazone 15mg / Metformin 850mg tablets,56,51.4911493,-0.0211539
588,F84718,7,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Oct,14.91,196,THE BLITHEHALE MED.CTR.,14.05318,Metformin 500mg tablets,84,51.52377,-0.0651999
672,F84016,4,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Oct,12.36,380.8,THE MISSION PRACTICE,11.62736,Metformin 850mg tablets,168,51.53137,-0.05648
756,F84062,36,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Oct,19.08,252,THE CHRISP STREET HTH CTR,21.91887,Metformin 500mg tablets,21,51.5141762,-0.0143071
168,F84079,8,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Oct,4.88,56,THE WAPPING GROUP PRACTICE,5.47036,Metformin 500mg modified-release tablets,21,51.50533401,-0.058222367
456,F84031,2,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Oct,11.56,152,THE JUBILEE STREET PRACTICE LTD,11.05319,Metformin 500mg tablets,228,51.5135999,-0.05055
120,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Oct,3.04,40,THE MISSION PRACTICE,2.96001,Metformin 500mg tablets,120,51.53137,-0.05648
168,F84044,1,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Oct,4.86,56,HARLEY GROVE MEDICAL CTR.,4.56482,Metformin 500mg modified-release tablets,168,51.5285212,-0.0288617
1008,F84030,6,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Oct,25.56,336,RUSTON STREET CLINIC,24.01677,Metformin 500mg tablets,168,51.5363018,-0.027021075
