TOTAL_QUANTITY,PRACTICE_CODE,ITEMS,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CHAPTER_PLUS_CODE,POSTCODE,YEAR_MONTH,NIC,ADQUSAGE,PRACTICE_NAME,ACTUAL_COST,BNF_DESCRIPTION,QUANTITY,PRACTICE_LATITUDE,PRACTICE_LONGITUDE
280,F84039,5,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,4.55,158.66667,GOODMAN'S FIELD HEALTH CENTRE,3.70365,Metformin 850mg tablets,56,51.5130236,-0.0687569
336,F84079,16,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,8,112,THE WAPPING GROUP PRACTICE,8.2013,Metformin 500mg tablets,21,51.50533401,-0.058222367
120,F84031,2,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,2.82,40,THE JUBILEE STREET PRACTICE LTD,2.48182,Metformin 500mg tablets,60,51.5135999,-0.05055
1092,F84031,13,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,25.74,364,THE JUBILEE STREET PRACTICE LTD,20.76252,Metformin 500mg tablets,84,51.5135999,-0.05055
1624,F84034,58,Metformin hydrochloride,06: Endocrine System,E3 5ED,24-Jun,50.46,541.33333,ST.STEPHENS HEALTH CENTRE,56.9792,Metformin 500mg modified-release tablets,28,51.5321726,-0.03100495
112,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,4.96,37.33333,ABERFELDY PRACTICE,4.73691,Sukkarto SR 500mg tablets,56,51.51448982,-0.004900067
184,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,4.34,61.33333,XX PLACE HEALTH CENTRE,3.58597,Metformin 500mg tablets,184,51.52468015,-0.04266905
504,F84039,36,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,8.28,285.6,GOODMAN'S FIELD HEALTH CENTRE,10.6734,Metformin 850mg tablets,14,51.5130236,-0.0687569
252,Y03023,1,Metformin hydrochloride,06: Endocrine System,E3 3FF,24-Jun,7.83,84,ST ANDREWS HEALTH CENTRE,7.9424,Metformin 500mg modified-release tablets,252,51.5238708,-0.014907
1456,F84025,13,Metformin hydrochloride,06: Endocrine System,E14 0EY,24-Jun,45.24,485.33333,GOUGH WALK PRACTICE,45.4012,Metformin 500mg modified-release tablets,112,51.51021763,-0.012408367
164,F84698,1,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,3.87,54.66667,ABERFELDY PRACTICE,3.2098,Metformin 500mg tablets,164,51.51448982,-0.004900067
168,F84647,12,Metformin hydrochloride,06: Endocrine System,E14 3PG,24-Jun,3.96,56,ROSERTON STREET SURGERY,4.51823,Metformin 500mg tablets,14,51.4983713,-0.01008765
112,F84062,8,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,12.8,56,THE CHRISP STREET HTH CTR,13.05948,Metformin 750mg modified-release tablets,14,51.5141762,-0.0143071
504,F84054,24,Metformin hydrochloride,06: Endocrine System,E14 8HQ,24-Jun,12,168,THE LIMEHOUSE PRACTICE,12.30194,Metformin 500mg tablets,21,51.5112472,-0.0287506
120,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,2.83,40,THE JUBILEE STREET PRACTICE LTD,2.37742,Metformin 500mg tablets,120,51.5135999,-0.05055
280,F84087,20,Metformin hydrochloride,06: Endocrine System,E1 4FG,24-Jun,4.6,158.66667,HARFORD HEALTH CENTRE,5.92967,Metformin 850mg tablets,14,51.51835505,-0.03830635
112,F84039,4,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,23.52,37.33333,GOODMAN'S FIELD HEALTH CENTRE,22.79411,Metformin 500mg oral powder sachets sugar free,28,51.5130236,-0.0687569
960,F84025,4,Metformin hydrochloride,06: Endocrine System,E14 0EY,24-Jun,22.64,320,GOUGH WALK PRACTICE,18.5698,Metformin 500mg tablets,240,51.51021763,-0.012408367
280,F84647,20,Metformin hydrochloride,06: Endocrine System,E14 3PG,24-Jun,15,186.66667,ROSERTON STREET SURGERY,17.248,Metformin 1g modified-release tablets,14,51.4983713,-0.01008765
56,F84747,1,Metformin hydrochloride,06: Endocrine System,E14 8JH,24-Jun,6.4,28,THE BARKANTINE PRACTICE,6.09254,Metformin 750mg modified-release tablets,56,51.50071373,-0.025713573
112,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,5.74,56,THE JUBILEE STREET PRACTICE LTD,5.46552,Sukkarto SR 750mg tablets,112,51.5135999,-0.05055
324,F84012,1,Metformin hydrochloride,06: Endocrine System,E1 1BU,24-Jun,7.64,108,ALBION HEALTH CENTRE,6.22717,Metformin 500mg tablets,324,51.51994993,-0.057492667
168,F84123,12,Metformin hydrochloride,06: Endocrine System,E2 0FA,24-Jun,2.76,95.2,SUTTONS WHARF HEALTH CENTRE,3.5578,Metformin 850mg tablets,14,51.5291892,-0.0417677
2688,F84016,12,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,83.52,896,THE MISSION PRACTICE,83.6688,Metformin 500mg modified-release tablets,224,51.53137,-0.05648
1680,F84030,3,Metformin hydrochloride,06: Endocrine System,E3 2LR,24-Jun,259.83,112,RUSTON STREET CLINIC,260.1672,Metformin 500mg/5ml oral solution sugar free,560,51.5363018,-0.027021075
168,F84025,8,Metformin hydrochloride,06: Endocrine System,E14 0EY,24-Jun,5.2,56,GOUGH WALK PRACTICE,6.0992,Metformin 500mg modified-release tablets,21,51.51021763,-0.012408367
448,F84698,4,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,19.84,149.33333,ABERFELDY PRACTICE,18.89803,Sukkarto SR 500mg tablets,112,51.51448982,-0.004900067
56,F84647,4,Metformin hydrochloride/sitagliptin,06: Endocrine System,E14 3PG,24-Jun,33.28,28,ROSERTON STREET SURGERY,32.06632,Janumet 50mg/1000mg tablets,14,51.4983713,-0.01008765
3360,F84079,30,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,79.2,1120,THE WAPPING GROUP PRACTICE,63.76068,Metformin 500mg tablets,112,51.50533401,-0.058222367
336,F84012,16,Metformin hydrochloride,06: Endocrine System,E1 1BU,24-Jun,8,112,ALBION HEALTH CENTRE,8.2013,Metformin 500mg tablets,21,51.51994993,-0.057492667
140,F84039,5,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,2.3,79.33333,GOODMAN'S FIELD HEALTH CENTRE,2.40283,Metformin 850mg tablets,28,51.5130236,-0.0687569
392,F84016,56,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,9.52,130.66667,THE MISSION PRACTICE,13.91385,Metformin 500mg tablets,7,51.53137,-0.05648
1344,F84044,6,Metformin hydrochloride,06: Endocrine System,E3 2AT,24-Jun,41.76,448,HARLEY GROVE MEDICAL CTR.,41.8344,Metformin 500mg modified-release tablets,224,51.5285212,-0.0288617
224,F84698,4,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,15.88,149.33333,ABERFELDY PRACTICE,15.13594,Sukkarto SR 1000mg tablets,56,51.51448982,-0.004900067
84,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,2.61,28,ISLAND HEALTH,2.7224,Metformin 500mg modified-release tablets,84,51.4953206,-0.0131985
224,F84031,4,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,3.64,126.93333,THE JUBILEE STREET PRACTICE LTD,2.96292,Metformin 850mg tablets,56,51.5135999,-0.05055
168,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,9.03,112,CITY SQUARE MEDICAL GROUP,9.0424,Metformin 1g modified-release tablets,168,51.5139726,-0.0550705
210,F84081,15,Metformin hydrochloride,06: Endocrine System,E1 5PB,24-Jun,24,105,THE SPITALFIELDS PRACTICE,24.48652,Metformin 750mg modified-release tablets,14,51.5173976,-0.0696235
112,Y03023,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E3 3FF,24-Jun,26.66,56,ST ANDREWS HEALTH CENTRE,21.35005,Metformin 1g / Sitagliptin 50mg tablets,112,51.5238708,-0.014907
1848,F84118,66,Metformin hydrochloride,06: Endocrine System,E3 4NE,24-Jun,57.42,616,WELLINGTON WAY HEALTH CENTRE,64.8384,Metformin 500mg modified-release tablets,28,51.52589465,-0.02501745
112,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,24-Jun,12.8,74.66667,TREDEGAR PRACTICE,12.17268,Glucophage SR 1000mg tablets,112,51.53114,-0.03161
270,F84055,1,Metformin hydrochloride,06: Endocrine System,E3 5TW,24-Jun,6.36,90,THE GROVE ROAD SURGERY,5.2027,Metformin 500mg tablets,270,51.52979,-0.03887
300,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,4.88,170,THE CHRISP STREET HTH CTR,4.01817,Metformin 850mg tablets,300,51.5141762,-0.0143071
672,F84016,32,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,16,224,THE MISSION PRACTICE,16.40259,Metformin 500mg tablets,21,51.53137,-0.05648
840,F84055,10,Metformin hydrochloride,06: Endocrine System,E3 5TW,24-Jun,19.8,280,THE GROVE ROAD SURGERY,15.97117,Metformin 500mg tablets,84,51.52979,-0.03887
120,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,25.2,40,ISLAND HEALTH,23.95295,Metformin 500mg oral powder sachets sugar free,120,51.4953206,-0.0131985
504,F84647,24,Metformin hydrochloride,06: Endocrine System,E14 3PG,24-Jun,8.16,285.6,ROSERTON STREET SURGERY,9.22855,Metformin 850mg tablets,21,51.4983713,-0.01008765
1792,F84062,8,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,55.68,597.33333,THE CHRISP STREET HTH CTR,55.7792,Metformin 500mg modified-release tablets,224,51.5141762,-0.0143071
2464,F84747,22,Metformin hydrochloride,06: Endocrine System,E14 8JH,24-Jun,132.44,1642.66667,THE BARKANTINE PRACTICE,132.7128,Metformin 1g modified-release tablets,112,51.50071373,-0.025713573
56,F84656,4,Metformin hydrochloride,06: Endocrine System,E14 9WU,24-Jun,3.96,37.33333,DOCKLANDS MEDICAL CENTRE,4.21169,Sukkarto SR 1000mg tablets,14,51.4911493,-0.0211539
1848,F84079,66,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,43.56,616,THE WAPPING GROUP PRACTICE,35.68217,Metformin 500mg tablets,28,51.50533401,-0.058222367
392,F84079,28,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,21,261.33333,THE WAPPING GROUP PRACTICE,24.1472,Metformin 1g modified-release tablets,14,51.50533401,-0.058222367
112,F84081,2,Metformin hydrochloride,06: Endocrine System,E1 5PB,24-Jun,12.8,56,THE SPITALFIELDS PRACTICE,12.18508,Metformin 750mg modified-release tablets,56,51.5173976,-0.0696235
1743,F84031,83,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,41.5,581,THE JUBILEE STREET PRACTICE LTD,42.54423,Metformin 500mg tablets,21,51.5135999,-0.05055
336,F84012,3,Metformin hydrochloride,06: Endocrine System,E1 1BU,24-Jun,5.46,190.4,ALBION HEALTH CENTRE,4.40718,Metformin 850mg tablets,112,51.51994993,-0.057492667
14,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,0.23,7.93333,CITY SQUARE MEDICAL GROUP,0.29648,Metformin 850mg tablets,14,51.5139726,-0.0550705
224,F84081,2,Metformin hydrochloride,06: Endocrine System,E1 5PB,24-Jun,3.64,126.93333,THE SPITALFIELDS PRACTICE,2.93812,Metformin 850mg tablets,112,51.5173976,-0.0696235
840,F84718,5,Metformin hydrochloride,06: Endocrine System,E2 6JA,24-Jun,26.1,280,THE BLITHEHALE MED.CTR.,26.162,Metformin 500mg modified-release tablets,168,51.52377,-0.0651999
6048,F84044,54,Metformin hydrochloride,06: Endocrine System,E3 2AT,24-Jun,142.56,2016,HARLEY GROVE MEDICAL CTR.,114.76922,Metformin 500mg tablets,112,51.5285212,-0.0288617
224,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,6.96,74.66667,ABERFELDY PRACTICE,6.9848,Metformin 500mg modified-release tablets,112,51.51448982,-0.004900067
2128,F84747,38,Metformin hydrochloride,06: Endocrine System,E14 8JH,24-Jun,50.16,709.33333,THE BARKANTINE PRACTICE,40.61736,Metformin 500mg tablets,56,51.50071373,-0.025713573
2352,F84656,7,Metformin hydrochloride,06: Endocrine System,E14 9WU,24-Jun,55.44,784,DOCKLANDS MEDICAL CENTRE,44.45887,Metformin 500mg tablets,336,51.4911493,-0.0211539
1008,F84731,3,Metformin hydrochloride,06: Endocrine System,E1W 1UA,24-Jun,23.76,336,ST. KATHERINE'S DOCK PRACTICE,19.0538,Metformin 500mg tablets,336,51.5071804,-0.0682198
1008,F84031,36,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,44.64,336,THE JUBILEE STREET PRACTICE LTD,46.45537,Sukkarto SR 500mg tablets,28,51.5135999,-0.05055
168,F84118,24,Metformin hydrochloride,06: Endocrine System,E3 4NE,24-Jun,4.08,56,WELLINGTON WAY HEALTH CENTRE,5.96308,Metformin 500mg tablets,7,51.52589465,-0.02501745
1092,F84025,13,Metformin hydrochloride,06: Endocrine System,E14 0EY,24-Jun,25.74,364,GOUGH WALK PRACTICE,20.76252,Metformin 500mg tablets,84,51.51021763,-0.012408367
2688,F84062,16,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,63.36,896,THE CHRISP STREET HTH CTR,50.90934,Metformin 500mg tablets,168,51.5141762,-0.0143071
28,F84062,4,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,3.2,14,THE CHRISP STREET HTH CTR,3.48967,Metformin 750mg modified-release tablets,7,51.5141762,-0.0143071
1512,F84054,6,Metformin hydrochloride,06: Endocrine System,E14 8HQ,24-Jun,35.64,504,THE LIMEHOUSE PRACTICE,28.5993,Metformin 500mg tablets,252,51.5112472,-0.0287506
168,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,5.22,56,GOODMAN'S FIELD HEALTH CENTRE,5.4448,Metformin 500mg modified-release tablets,84,51.5130236,-0.0687569
120,F84656,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 9WU,24-Jun,71.36,0,DOCKLANDS MEDICAL CENTRE,67.80595,Vildagliptin 50mg / Metformin 850mg tablets,120,51.4911493,-0.0211539
480,F84012,4,Metformin hydrochloride,06: Endocrine System,E1 1BU,24-Jun,11.32,160,ALBION HEALTH CENTRE,9.5097,Metformin 500mg tablets,120,51.51994993,-0.057492667
2016,F84114,12,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,47.52,672,CITY SQUARE MEDICAL GROUP,38.18201,Metformin 500mg tablets,168,51.5139726,-0.0550705
56,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,5.22,18.66667,XX PLACE HEALTH CENTRE,4.97151,Metabet SR 500mg tablets (Morningside),56,51.52468015,-0.04266905
112,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,24-Jun,4.96,37.33333,ST.STEPHENS HEALTH CENTRE,4.72451,Sukkarto SR 500mg tablets,112,51.5321726,-0.03100495
336,F84062,8,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,7.92,112,THE CHRISP STREET HTH CTR,7.23807,Metformin 500mg tablets,42,51.5141762,-0.0143071
168,F84079,2,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,5.22,56,THE WAPPING GROUP PRACTICE,5.4448,Metformin 500mg modified-release tablets,84,51.50533401,-0.058222367
7,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,0.22,2.33333,XX PLACE HEALTH CENTRE,0.3324,Metformin 500mg modified-release tablets,7,51.52468015,-0.04266905
112,F84025,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E14 0EY,24-Jun,26.66,56,GOUGH WALK PRACTICE,21.35005,Metformin 1g / Sitagliptin 50mg tablets,112,51.51021763,-0.012408367
672,F84698,4,Metformin hydrochloride,06: Endocrine System,E14 0PU,24-Jun,10.92,380.8,ABERFELDY PRACTICE,8.78955,Metformin 850mg tablets,168,51.51448982,-0.004900067
120,F84647,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 3PG,24-Jun,71.36,0,ROSERTON STREET SURGERY,67.80595,Vildagliptin 50mg / Metformin 1g tablets,120,51.4983713,-0.01008765
60,F84062,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E14 6PG,24-Jun,35.68,0,THE CHRISP STREET HTH CTR,33.90918,Vildagliptin 50mg / Metformin 850mg tablets,60,51.5141762,-0.0143071
252,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,4.1,142.8,THE CHRISP STREET HTH CTR,3.39388,Metformin 850mg tablets,252,51.5141762,-0.0143071
574,F84114,82,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,13.94,191.33333,CITY SQUARE MEDICAL GROUP,20.37385,Metformin 500mg tablets,7,51.5139726,-0.0550705
2058,F84122,147,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,48.51,686,XX PLACE HEALTH CENTRE,55.34836,Metformin 500mg tablets,14,51.52468015,-0.04266905
15988,F84039,571,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,376.86,5329.33333,GOODMAN'S FIELD HEALTH CENTRE,308.70485,Metformin 500mg tablets,28,51.5130236,-0.0687569
2660,F84647,95,Metformin hydrochloride,06: Endocrine System,E14 3PG,24-Jun,62.7,886.66667,ROSERTON STREET SURGERY,51.3607,Metformin 500mg tablets,28,51.4983713,-0.01008765
336,F84031,2,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,10.44,112,THE JUBILEE STREET PRACTICE LTD,10.4648,Metformin 500mg modified-release tablets,168,51.5135999,-0.05055
1120,F84012,10,Metformin hydrochloride,06: Endocrine System,E1 1BU,24-Jun,34.8,373.33333,ALBION HEALTH CENTRE,34.924,Metformin 500mg modified-release tablets,112,51.51994993,-0.057492667
16128,F84718,72,Metformin hydrochloride,06: Endocrine System,E2 6JA,24-Jun,380.16,5375.99999,THE BLITHEHALE MED.CTR.,305.15844,Metformin 500mg tablets,224,51.52377,-0.0651999
9296,F84034,83,Metformin hydrochloride,06: Endocrine System,E3 5ED,24-Jun,219.12,3098.66666,ST.STEPHENS HEALTH CENTRE,176.40453,Metformin 500mg tablets,112,51.5321726,-0.03100495
168,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,2.73,95.2,ISLAND HEALTH,2.19739,Metformin 850mg tablets,168,51.4953206,-0.0131985
784,F84062,7,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,34.72,261.33333,THE CHRISP STREET HTH CTR,33.07155,Sukkarto SR 500mg tablets,112,51.5141762,-0.0143071
2800,F84083,25,Metformin hydrochloride,06: Endocrine System,E2 6LL,24-Jun,87,933.33333,BETHNAL GREEN HEALTH CTR.,87.31,Metformin 500mg modified-release tablets,112,51.5269199,-0.06426
112,F84051,8,Metformin hydrochloride,06: Endocrine System,E2 7QU,24-Jun,1.84,63.46667,STROUTS PLACE MEDICAL CENTRE,2.37187,Metformin 850mg tablets,14,51.52948,-0.0741499
280,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,6.6,93.33333,THE MISSION PRACTICE,5.29479,Metformin 500mg tablets,280,51.53137,-0.05648
56,F84030,8,Metformin hydrochloride,06: Endocrine System,E3 2LR,24-Jun,3.04,37.33333,RUSTON STREET CLINIC,3.9392,Metformin 1g modified-release tablets,7,51.5363018,-0.027021075
224,F84030,2,Metformin hydrochloride,06: Endocrine System,E3 2LR,24-Jun,3.64,126.93333,RUSTON STREET CLINIC,2.93812,Metformin 850mg tablets,112,51.5363018,-0.027021075
252,F84054,12,Metformin hydrochloride,06: Endocrine System,E14 8HQ,24-Jun,7.8,84,THE LIMEHOUSE PRACTICE,9.1488,Metformin 500mg modified-release tablets,21,51.5112472,-0.0287506
224,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,424,149.33333,XX PLACE HEALTH CENTRE,339.36591,Metformin 1g tablets,224,51.52468015,-0.04266905
336,F84039,1,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,24,112,GOODMAN'S FIELD HEALTH CENTRE,22.81292,Glucophage SR 500mg tablets,336,51.5130236,-0.0687569
224,F84123,2,Metformin hydrochloride,06: Endocrine System,E2 0FA,24-Jun,12.04,149.33333,SUTTONS WHARF HEALTH CENTRE,12.0648,Metformin 1g modified-release tablets,112,51.5291892,-0.0417677
336,F84718,8,Metformin hydrochloride,06: Endocrine System,E2 6JA,24-Jun,7.92,112,THE BLITHEHALE MED.CTR.,7.23807,Metformin 500mg tablets,42,51.52377,-0.0651999
140,F84710,10,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,4.4,46.66667,ISLAND HEALTH,5.524,Metformin 500mg modified-release tablets,14,51.4953206,-0.0131985
224,F84647,8,Metformin hydrochloride,06: Endocrine System,E14 3PG,24-Jun,6.96,74.66667,ROSERTON STREET SURGERY,7.8592,Metformin 500mg modified-release tablets,28,51.4983713,-0.01008765
126,F84016,18,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,3.96,42,THE MISSION PRACTICE,5.9832,Metformin 500mg modified-release tablets,7,51.53137,-0.05648
896,F84118,4,Metformin hydrochloride,06: Endocrine System,E3 4NE,24-Jun,27.84,298.66667,WELLINGTON WAY HEALTH CENTRE,27.8896,Metformin 500mg modified-release tablets,224,51.52589465,-0.02501745
756,F84055,3,Metformin hydrochloride,06: Endocrine System,E3 5TW,24-Jun,17.82,252,THE GROVE ROAD SURGERY,14.29965,Metformin 500mg tablets,252,51.52979,-0.03887
1120,F84710,5,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,34.8,373.33333,ISLAND HEALTH,34.862,Metformin 500mg modified-release tablets,224,51.4953206,-0.0131985
756,F84062,9,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,17.82,252,THE CHRISP STREET HTH CTR,14.37405,Metformin 500mg tablets,84,51.5141762,-0.0143071
4032,F84054,18,Metformin hydrochloride,06: Endocrine System,E14 8HQ,24-Jun,95.04,1344,THE LIMEHOUSE PRACTICE,76.28961,Metformin 500mg tablets,224,51.5112472,-0.0287506
168,F84731,1,Metformin hydrochloride,06: Endocrine System,E1W 1UA,24-Jun,11.91,112,ST. KATHERINE'S DOCK PRACTICE,11.32716,Sukkarto SR 1000mg tablets,168,51.5071804,-0.0682198
252,F84114,3,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,7.83,84,CITY SQUARE MEDICAL GROUP,8.1672,Metformin 500mg modified-release tablets,84,51.5139726,-0.0550705
252,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,5.94,84,XX PLACE HEALTH CENTRE,4.76655,Metformin 500mg tablets,252,51.52468015,-0.04266905
336,F84039,4,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,5.48,190.4,GOODMAN'S FIELD HEALTH CENTRE,4.83558,Metformin 850mg tablets,84,51.5130236,-0.0687569
112,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,24-Jun,4.96,37.33333,STROUTS PLACE MEDICAL CENTRE,4.72451,Sukkarto SR 500mg tablets,112,51.52948,-0.0741499
168,F84034,8,Metformin hydrochloride,06: Endocrine System,E3 5ED,24-Jun,2.72,95.2,ST.STEPHENS HEALTH CENTRE,3.07618,Metformin 850mg tablets,21,51.5321726,-0.03100495
8904,F84034,318,Metformin hydrochloride,06: Endocrine System,E3 5ED,24-Jun,209.88,2968,ST.STEPHENS HEALTH CENTRE,171.92319,Metformin 500mg tablets,28,51.5321726,-0.03100495
112,F84710,8,Metformin hydrochloride,06: Endocrine System,E14 3BQ,24-Jun,6,74.66667,ISLAND HEALTH,6.8992,Metformin 1g modified-release tablets,14,51.4953206,-0.0131985
280,F84079,8,Metformin hydrochloride,06: Endocrine System,E1W 2RL,24-Jun,6.64,93.33333,THE WAPPING GROUP PRACTICE,6.2136,Metformin 500mg tablets,35,51.50533401,-0.058222367
140,F84031,10,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,7.5,93.33333,THE JUBILEE STREET PRACTICE LTD,8.624,Metformin 1g modified-release tablets,14,51.5135999,-0.05055
84,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,24-Jun,1.37,47.6,CITY SQUARE MEDICAL GROUP,1.2089,Metformin 850mg tablets,84,51.5139726,-0.0550705
84,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,2.61,28,THE MISSION PRACTICE,2.7224,Metformin 500mg modified-release tablets,84,51.53137,-0.05648
112,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,24-Jun,212,74.66667,THE CHRISP STREET HTH CTR,169.68916,Metformin 1g tablets,112,51.5141762,-0.0143071
966,F84054,69,Metformin hydrochloride,06: Endocrine System,E14 8HQ,24-Jun,51.75,644,THE LIMEHOUSE PRACTICE,59.5056,Metformin 1g modified-release tablets,14,51.5112472,-0.0287506
546,F84031,39,Metformin hydrochloride,06: Endocrine System,E1 0LS,24-Jun,38.61,364,THE JUBILEE STREET PRACTICE LTD,41.06394,Sukkarto SR 1000mg tablets,14,51.5135999,-0.05055
28,F84087,4,Metformin hydrochloride,06: Endocrine System,E1 4FG,24-Jun,0.44,15.86667,HARFORD HEALTH CENTRE,0.80176,Metformin 850mg tablets,7,51.51835505,-0.03830635
1568,F84733,14,Metformin hydrochloride,06: Endocrine System,E1 6PU,24-Jun,36.96,522.66667,HEALTH E1,29.75498,Metformin 500mg tablets,112,51.51840149,-0.071586891
6944,F84039,31,Metformin hydrochloride,06: Endocrine System,E1 8ZF,24-Jun,215.76,2314.66666,GOODMAN'S FIELD HEALTH CENTRE,216.1444,Metformin 500mg modified-release tablets,224,51.5130236,-0.0687569
11536,F84718,103,Metformin hydrochloride,06: Endocrine System,E2 6JA,24-Jun,271.92,3845.33333,THE BLITHEHALE MED.CTR.,218.91165,Metformin 500mg tablets,112,51.52377,-0.0651999
8736,F84083,78,Metformin hydrochloride,06: Endocrine System,E2 6LL,24-Jun,205.92,2912,BETHNAL GREEN HEALTH CTR.,165.77776,Metformin 500mg tablets,112,51.5269199,-0.06426
168,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,24-Jun,5.22,56,THE MISSION PRACTICE,5.2324,Metformin 500mg modified-release tablets,168,51.53137,-0.05648
84,F84044,6,Metformin hydrochloride,06: Endocrine System,E3 2AT,24-Jun,2.64,28,HARLEY GROVE MEDICAL CTR.,3.3144,Metformin 500mg modified-release tablets,14,51.5285212,-0.0288617
357,F84044,17,Metformin hydrochloride,06: Endocrine System,E3 2AT,24-Jun,8.5,119,HARLEY GROVE MEDICAL CTR.,8.71388,Metformin 500mg tablets,21,51.5285212,-0.0288617
252,F84055,1,Metformin hydrochloride,06: Endocrine System,E3 5TW,24-Jun,4.1,142.8,THE GROVE ROAD SURGERY,3.39388,Metformin 850mg tablets,252,51.52979,-0.03887
1008,F84122,4,Metformin hydrochloride,06: Endocrine System,E1 4DG,24-Jun,16.4,571.2,XX PLACE HEALTH CENTRE,13.57554,Metformin 850mg tablets,252,51.52468015,-0.04266905
2688,F84718,8,Metformin hydrochloride,06: Endocrine System,E2 6JA,24-Jun,63.36,896,THE BLITHEHALE MED.CTR.,50.81014,Metformin 500mg tablets,336,51.52377,-0.0651999
